,sent,quote_tag,text_id,sent_id
714,Os guterristas portuenses ainda não sabem se haverá uma ou duas listas para a CPN .,0,34,21
715,"E , em_ o caso de se apresentar a sufrágio apenas a de Guterres , querem perceber se o secretário-geral irá integrar alguns sampaístas , nomeadamente Narciso Miranda , o que seria um sinal claro de que a aproximação de_ o autarca matosinhense tida sido frutuosa .",0,34,22
716,"Narciso , de resto , afirmou já a_ o PÚBLICO que defendia uma lista consensual para a CPN , manifestando assim uma posição divergente de outros sampaístas .",0,34,23
717,"Para preparar as próximas batalhas ' europeias e legislativas ' , a Federação de_ o Porto decidiu proceder a uma reestruturação de_ o actual secretariado distrital que irá ser discutida em_ o próximo dia 7 , em_ um encontro com todas as concelhias .",0,34,24
718,Raposo Antunes,0,34,25
719,' José Roquette quer voltar a_ o Totta .,1,35,1
720,"' Manchete de_ o caderno de Economia de_ o ' Expresso ' , 31 Dezembro 1993 ' ' ... ' o Estado , que continua a ser um de_ os principais accionistas de_ o banco , não em_ os deverá ver de uma forma hostil ' .",1,35,2
721,"José Roquette , ' Expresso ' , 31 Dezembro 1993 ' [ A intenção de readquirir o controlo de_ o BTA abre ] a possibilidade de fazer regressar o Totta a mãos portuguesas , a_ o mesmo tempo que deve transmitir uma certa tranquilidade a_ os accionistas e depositantes de_ o banco ' .",1,35,3
722,Idem ' É preciso dizê#,1,35,4
723,-lo .,0,35,5
724,A forma como o Banesto tomou o controlo de_ o Totta & Açores e de_ o Crédito Predial Português é um escândalo que o Governo sancionou .,1,35,6
725,É também altura de apurar responsabilidades .,1,35,7
726,O comportamento de_ os parceiros portugueses de_ o Banesto é algo que exigia um rigoroso inquérito.,1,35,8
727,"' Luís Marques , ' Expresso ' , 31 Dezembro 1993 '",0,35,9
728,"Em_ uma monarquia a sério , um conde tem sempre uma vida difícil .",0,35,10
729,"' Idem ' Deve considerar -se hoje , depois de_ o que sucedeu a Mário Conde e a_ o Banesto , [ que José Roquette é ] um homem de sorte por ter saído em_ o momento certo de_ o barco Totta .",1,35,11
730,Saiu sem glória de_ o banco .,1,35,12
731,"Soçobrou , rendendo -se a_ as evidências de_ o superior poderio de Conde , arrecadando , em_ o entanto , alguns milhões.",1,35,13
732,"' Comentário sobre José Roquette , ' personalidade de_ o ano ' , ' Semanário Económico ' , 30 Dezembro 1993 '",0,35,14
733,Mário Conde exacerbou este ano os ódios portugueses e espanhóis .,0,35,15
734,"Caiu de_ a cadeira de presidente de_ o Banesto esta semana , empurrado por_ o Banco de Espanha e quando nada o fazia esperar .",1,35,16
735,Conde não olhou a meios para alcançar os seus objectivos .,1,35,17
736,"Para obter o controlo de_ o BTA ludibriou o Estado português , o Banco de Portugal e a CMVM .",1,35,18
737,"' Comentário sobre Mário Conde , idem '",0,35,19
738,De ministro de_ o oásis passou a ministro de_ as vacas esbeltas ' ... ' .,0,35,20
739,Braga de Macedo foi um caso sério de incapacidade de formular um discurso político capaz de capitalizar os apoios necessários a_ a sua política.,1,35,21
740,"' Comentário sobre Braga de Macedo , idem ' Braga de Macedo confrontado com a demissão de António Borges , vice-governador de_ o Banco de Portugal :",1,35,22
741,Há tantas pessoas que não terminam mandatos.,1,35,23
742,"' Constança Cunha e Sá , ' O Independente ' , 30 Dezembro 1993 '",0,35,24
743,"Braga de Macedo ficará em_ a história de_ as Finanças como o ministro de_ a desconvergência nominal , quando o seu discurso estava centrado em_ o tema de_ a convergência nominal. '",0,35,25
744,"Analista económico citado por_ a revista ' Valor ' , 30 Dezembro 1993 '",0,35,26
745,"O desemprego não vai cair nem manter -se em_ o número cinco ' Previsões de_ o que não vai acontecer em 1994 , Nicolau Santos , ' Expresso ' , 31 Dezembro 1993 ' ' ... ' a inflação não vai manter o bom comportamento de_ este ano .",0,35,27
746,' Idem ' ' ... ' a derrapagem orçamental não será de certeza de_ o nível de_ a que se verificou este ano .,0,35,28
747,' Idem ' ' ... ' a economia não vai continuar em recessão .,0,35,29
748,' Idem ' ' ...,0,35,30
749,"' o dr. Catroga não pode ser responsabilizado por_ o que acontecer em matéria de inflação em_ o próximo ano , porque não foi ele que arranjou o défice orçamental de 1993 , nem desenhou a política cambial .",0,35,31
750,' Idem ' Não será em 1994 que o dr. Francisco Torres concretizará o seu sonho de ser ministro de_ as Finanças .,0,35,32
751,' Idem,0,35,33
752,Quinze civis feridos em Sarajevo,0,36,1
753,"Quinze civis ficaram feridos ontem quando dois disparos de artilharia atingiram uma de_ as ruas de_ o centro de Sarajevo , segundo o relato de testemunhas .",0,36,2
754,Carros que passavam em_ a altura transportaram os feridos para um de_ os hospitais de_ a cidade .,0,36,3
755,"O hospital não tinha capacidade para receber tantos feridos a_ o mesmo tempo e muitos tiveram que ser deitados em_ o chão frio de_ a entrada , onde receberam os primeiros socorros .",0,36,4
756,"Ainda de acordo com as testemunhas , vários feridos pareciam estar em perigo de vida .",0,36,5
757,"A Reuter refere que por_ o menos dois veículos de_ as Nações Unidas passaram junto a_ o local de_ o ataque , mas não pararam .",0,36,6
758,"Ignora -se , em_ o entanto , se já transportariam feridos",0,36,7
759,Hora de balanço Ouvido em_,0,37,1
760,"a rádio : o desemprego em Portugal continua a aumentar e , segundo os últimos números conhecidos , é , em_ este momento , de 6,2 por cento .",0,37,2
761,"Seis vírgula dois por cento : dito assim , nem parece muito .",0,37,3
762,"É essa , aliás , a grande qualidade de_ a estatística .",0,37,4
763,Dizer sem dizer .,0,37,5
764,Dizer sem dor .,0,37,6
765,"Pois em que é que em_ os dói que haja seis vírgula dois por cento de desempregados se , aqui mesmo a_ o lado , em_ a vizinha Espanha , rondam os vinte por cento ?",0,37,7
766,"Depois , a notícia precisa :",0,37,8
767,esses seis vírgula dois por cento equivalem a duzentos e setenta e nove mil e quinhentas pessoas .,0,37,9
768,E agora é já diferente .,0,37,10
769,"Não é de números que falamos , mas de_ aquela rapariga alta , normalmente tão alegre , que , um dia , se despediu de_ os colegas com lágrimas em_ os olhos porque , a_ o fim de meses e meses de assinar recibos em troca de muitas horas de trabalho e todo o entusiasmo que pusera em_ o primeiro emprego , acabara de saber que já não a queriam em_ o dia seguinte ; de_ o rapaz que chora , sozinho , em_ o elevador , quando a porta se abre , a razão sendo a mesma -- ' flexibilidade de emprego ' , creio que é o termo que se aplica ; de_ o marido de_ a nossa amiga que , a_ os quarenta e cinco anos de idade , se descobriu , de súbito , velho de mais para merecer o interesse de um empregador e , irresistivelmente , começa a duvidar de si próprio ; de_ o deficiente que ouve , diariamente , comoventes anúncios sobre a necessidade de criar redes de solidariedade e empregar os mais fracos de entre nós e se vê considerado excedentário ; de_ o trabalhador ainda pleno de capacidades que , temendo o desemprego que se perfila em_ o horizonte , opta -- esperando que , apesar de tudo , não a aceitem -- por_ a rescisão voluntária e vê confirmada a sua inutilidade ...",0,37,11
770,"Falamos de muitas coisas que , quando se viveram , dificilmente se esquecem : as lágrimas em_ os olhos de_ os que , por_ a última vez , passam a porta de_ o jornal , de_ a fábrica , de_ a mina a que deram anos de vida ; os gestos , demasiado lentos ou demasiado bruscos , com que se retiram os últimos papéis de_ as últimas gavetas ; a notícia de_ o antigo camarada de trabalho que , simplesmente , não aguentou -- e saltou para fora de_ a vida .",1,37,12
771,"' E é estranho como mesmo aqueles que nunca foram seus amigos se sentem surpreendentemente abalados por essa desistência , como se fosse culpa sua também terem -no deixado desesperar , como se o seu gesto fosse , também sobre eles , uma acusação ...",0,37,13
772,"' Pergunte -se , hoje ainda , a_ os antigos trabalhadores de_ a Sociedade Nacional de Tipografia / ' O Século ' se , mesmo estando empregados , mesmo tendo passado mais de quinze anos , já se esqueceram de_ os dias que se seguiram a_ o anúncio de_ o encerramento de_ a empresa , ' por seis meses , para reestruturação ' É Oiço a notícia , e lembro -me que foi com um artigo sobre esses ' excedentes de democracia ' que comecei , há um ano , esta série de crónicas : a carta de João Silva Dias , excedentário .",1,37,14
773,"Um ano depois , quantas caras , quantas vozes , quantos João Silva Dias em_ o meu balanço ...",0,37,15
774,Perdoem -me lembrá#,0,37,16
775,-las em data dita festiva,0,37,17
776,"-- mas , que querem ? ,",0,37,18
777,são -me mais próximas que as crianças de_ a Somália ou as vítimas de_ o conflito em_ a Bósnia-Herzegovina que sempre se agitam entre Natal e Ano Novo ...,0,37,19
778,"E os 6,2 por cento fazem , inevitavelmente , parte de_ o balanço de_ o ano .",0,37,20
779,"Cem anos , e não um ano , foi o pretexto para se discutir , em_ estes últimos dias -- efeméride ' oblige ' -- o maoísmo e o pensamento de Mao Tse Tung .",0,37,21
780,"Foi -me penoso ver um filme assinado por aquela que os seus quadros gostam de intitular ' a mãe de todas as televisões ' , a BBC , ser tão primário , tão desinteligente , tão evidentemente manipulado ; tanto quanto ver a sua promoção centrada sobre as eventuais amantes de Mao , ou ler artigos em que se afirmava ser o pensamento de Mao de uma total banalidade .",0,37,22
781,"Que querem , continuo a achar que erguer uma nação de -- a_ o tempo -- setecentos e cinquenta milhões de pessoas , tirá# -la de_ a fome crónica e de_ a miséria e colocá# -la como potência mundial , com que as então duas superpotências eram obrigadas a contar , releva pouco de_ a banalidade .",0,37,23
782,O homem que escreve : ',0,37,24
783,"Quando , em_ o futuro , a Constituição for revista , sugiro que em_ ela seja incluído o direito a_ a greve , de modo que seja permitido a_ os operários fazer greve .",0,37,25
784,"Isso ajudará a resolver as contradições entre , por um lado , o Estado e o director de_ a fábrica e , por outro lado , as massas operárias ' , ou ' Sempre que os estudantes e os operários saírem para as ruas , vocês , camaradas , devem considerar tal facto uma coisa boa ' , não pode ser visto , evidentemente , como apenas mais um ditador .",1,37,26
785,"Aqueles que , para melhor criticar um de_ os seus dissidentes , defendem a leitura de_ os seus escritos não são , certamente , defensores de_ a censura como os que queimam livros ou os proíbem .",0,37,27
786,"Mas para quê perder tempo a pensar sobre isso , ou a saber porque é que um movimento começado em nome de_ a grande democracia e de_ o debate de ideias acaba em repressão e obscurantismo , para quê tentar dar , até , o pano de fundo em que tudo isto decorre , se , para falar de Mao , para falar de_ a Revolução Cultural , é tão mais simples falar logo de_ a senhora Chiang Ching , de_ o seu marido ' o ditador ' e de_ as amantes de_ ele ? '",0,37,28
787,"Como reagiria a BBC se alguém lhe propusesse explicar Hitler através de_ a sua história com Eva Braun , ou Salazar por Christine Garnier e a dona Maria , ou mesmo a Coroa de Inglaterra por_ o consultor financeiro de Sarah Ferguson ?",0,37,29
788,"Por mim , confesso que as eventuais amantes de Mao me deixam tão indiferente quanto as outras histórias de amores e desamores de figuras públicas , chinesas , portuguesas , alemãs , norte-americanas ou inglesas -- que só me parecem importantes caso algum de_ os intervenientes se torne , por essa via , culpado de fugas de informação , alvo de chantagem , ou tenha tomado posição pública contra a possibilidade de divórcio , ou a favor de_ a punição , por_ o chicote , de casos de adultério ...",0,37,30
789,"' O filme sobre Mao , em má hora produzido por_ a BBC -- e este em ' má hora ' não tem a ver com ser anti-Mao , mas com ser tão estúpida e primariamente anti-Mao -- , junta -se , em hora de balanço de fim de ano , a outras coisas igualmente execrandas , embora de pesos e consequências muito diferentes , como o bombardeamento de_ o Iraque por_ os aviões de_ o democrata Clinton , a taça de champanhe erguida por_ o primeiro-ministro português em honra de Maastricht , quando lhe falavam de_ a carga policial sobre os trabalhadores de_ a TAP , o relatório de_ o SIS sobre os ' gangs ' , as intervenções de Dias Loureiro sobre segurança , o discurso de derrota de Macário Correia , o segundo fiasco de_ o inventor de_ o Lusitânia-Expresso ' de_ esta vez com a utilização de refugiados bósnios ' , os raivosos ataques a_ a luta de_ os estudantes contra as propinas ' falo de artigos e intervenções , não apenas de_ a carga policial ' , a revista ' Ousar ' , de_ a Secretaria de Estado de_ a Juventude ' de cujo último número me permito , a bem de quem não a tenha lido , tirar o seguinte excerto : ' Sporting , Benfica e Estrela , a desbunda de_ os orgasmos ! !",1,37,31
790,/Nem Kafka criaria tal situação .,1,37,32
791,Em_ o Kafka,1,37,33
792,"Bar vários conhecidos jogadores de futebol foram baptizados com uma praxe local , de_ o caixão a_ a cova .",1,37,34
793,Tiveram de beber coisas com nomes estranhos ;,1,37,35
794,um tal de orgasmo .,1,37,36
795,"E um outro tal de BÉ , que metia `chantilly ' e tudo ! !",1,37,37
796,Aquilo foi de tal forma ' com canecas em forma de `um de_ as Caldas ' ' que sportinguistas e benfiquistas saíram quase de rastos .,1,37,38
797,Um de_,0,37,39
798,"eles foi para casa a_ as costas de_ o Carlos ' gerente ' , pois caso contrário não saía de_ ali .",1,37,40
799,O `Fellatio ' deu cabo dele. ',1,37,41
800,Palavras para quê ?,0,37,42
801,"É uma revista de_ a Secretaria de Estado de_ a Juventude , com 350 mil exemplares e até tem um anúncio pedindo jovens voluntários para a solidariedade , nomeadamente acções de combate a_ o alcoolismo e a_ a droga ! ' , os atentados a_ a ética jornalística resultantes de_ a concorrência desenfreada , os atentados a_ o português que fazem de_ a leitura de livros traduzidos um verdadeiro insulto a_ os seus autores -- só para dar um exemplo , o último que me fez sobressaltar , vocês acreditam que John le Carré alguma vez tenha falado de ' vagalhões reboludos ' de neve ?",1,37,43
802,"-- etc. , etc. , etc ...",0,37,44
803,"Claro que nem tudo é execrável : o fim de_ o ano trouxe -nos , como inspiração , o notável caso de_ aquele simpático senhor nortenho que conseguiu fazer -se eleger , em_ uma freguesia , por_ a CDU e , em_ a outra , por_ o PSD .",0,37,45
804,"Para ele , em tempo de balanços , o meu prémio de pluralismo ' ex aequo ' com o dirigente de_ o PSD local -- que , sabendo que ele concorria por_ a CDU , achou que fazia bem em encorajá#",0,37,46
805,"-lo a concorrer também por_ o seu partido -- e com o próprio PSD , que assim deu , uma vez mais , provas de_ a sua notável abertura , caso , depois de_ o convite a Zita Seabra , fosse ainda necessário dá#",0,37,47
806,-las ...,0,37,48
807,Feliz 94 !,0,37,49
808,Diana Andringa Destaque :,0,37,50
809,"Foi com um artigo sobre esses ' excedentes de democracia ' que comecei , há um ano , esta série de crónicas : a carta de João Silva Dias , excedentário .",0,37,51
810,"Um ano depois , ' ... ' quantos João Silva Dias em_ o meu balanço ...",0,37,52
811,Perdoem -me lembrá#,0,37,53
812,"-los em data dita festiva -- mas , que querem ?",0,37,54
813,", são -me mais próximos que as crianças de_ a Somália ou as vítimas de_ o conflito em_ a Bósnia-Herzegovina que sempre se agitam entre Natal e Ano Novo ...",0,37,55
814,"E os 6,2 por cento fazem , inevitavelmente , parte de_ o balanço de_ o ano",0,37,56
815,BTA recupera terreno,0,38,1
816,Pedro Fernandes,0,38,2
817,O ' cataclismo ' que atingiu o Banco Espanhol de Crédito afectou pouco as acções de_ o seu participado Banco Totta & Açores .,0,38,3
818,"Se em_ o dia 28 -- quando o Banco de Espanha intervencionou o Banesto -- os títulos de_ as instituição portuguesa entraram em quebra , comportamento que se manteve em_ o dia seguinte , posteriormente verificou -se uma recuperação , com o papel a ser alvo de importantes transacções , em parte absorvidas ou ' acompanhadas ' por_ o próprio banco .",0,38,4
819,"Em_ a terça-feira o preço fechou em_ os 3220 escudos , menos 2,7 por cento face a_ a sessão anterior .",0,38,5
820,"Em_ a quarta-feira voltaram a cair para se fixar em_ os 3150 escudos ' menos 2,1 por cento ' .",0,38,6
821,Em_ estas duas sessões movimentaram -se 31.784 e 276.025 acções respectivamente .,0,38,7
822,"Em_ a quinta-feira , com a quantidade intermediada a atingir as 176.687 espécies , a cotação ganhou espaço terminando em_ os 3.220 escudos , um ganho de 2,2 por cento , para ontem acabarem em_ os 3280 escudos , mais 1,8 por cento , com 132.116 espécies transaccionadas .",0,38,8
823,"Em termos bolsistas , o BTA conseguiu ultrapassar a crise que atingiu em cheio o seu accionista dominante , com os investidores a não abandonarem grandes quantidades de papel , antes reagindo com calma a_ o crescendo de notícias sobre o colapso de_ o Banesto .",0,38,9
824,"Torna -se claro que o título encerra agora uma componente especulativa muito superior áquela que tinha antes de_ os eventuais que levaram a_ a saída de_ a administração de_ o Banesto , mas não se prevêm grandes crises .",0,38,10
825,"Agora , como referia o ' Financial Times ' em editorial , em_ o qual se afirmava que o ' respeitado ' banco norte-americano JP Morgan sai de_ a crise Banesto um pouco menos ' ilustre ' , certamente o posicionamento de_ o BTA , que o ' FT ' não aborda , em termos de imagem internacional perdeu , e muito , com o sucedido .",0,38,11
826,"A emissão de ' American Depositary Receipts ' , em Wall Street , está , de momento , mais longe .",0,38,12
827,"O JP Morgan , recorde -se , sustentou as duas primeiras fases de_ o mega-aumento de capital de_ o Banesto , vez avançar o seu fundo de investimento Corsair , tornando -se o principal accionista de_ o banco castelhano e , finalmente , incitou a comunidade internacional a investir em_ aquilo que descreveu como uma aplicação de ' baixo risco ' .",0,38,13
828,"Por outro lado , o BTA pode ganhar , e muito , se a sua relação duvidosa com o Banesto for resolvida em seu proveito , isto é , com a entrada de uma instituição ou um grupo de accionistas reputados para a sua estrutura , sejam eles portugueses ou estrangeiros .",0,38,14
829,"Em Janeiro/Fevereiro tudo ficará mais esclarecido , como admitiu a_ o PÚBLICO Alípio Dias , presidente de_ o Totta",0,38,15
830,"NAFTA , Norte e Sul Terá sido não mais de_ o que uma coincidência , mas simbólica : a revolta de Chiapas coincidiu com a entrada em vigor de_ o Tratado de Comércio Livre em_ a América de_ o Norte , ou NAFTA .",0,39,1
831,"E se este pacto visa uma ' unificação ' , um acabar com as desigualdades Norte-Sul , o levantamento chama a atenção para o abismo de desenvolvimento que separa o Norte-Centro e o Sul de_ o México .",0,39,2
832,"É um abismo , também , de expectativas quanto a_ o que de bom o NAFTA poderá trazer .",0,39,3
833,"Os analistas económicos mexicanos independentes , isto é , aqueles que não viram em_ o acordo com os Estados Unidos e o Canadá apenas coisas boas ou somente coisas más , pensam que alguns sectores industriais , mas sobretudo agrícolas , ficarão a perder , a curto e a médio prazo , com o NAFTA .",1,39,4
834,"A esta previsão , junta -se outra : a de que os ' efeitos bons ' se farão sentir principalmente em_",0,39,5
835,"as zonas mais vizinhas de_ os Estados Unidos ' o Norte ' ou em_ os sectores hoje já sólidos e concorrenciais ' concentrados em_ o Centro , onde vive 40 por cento de_ os mais de 80 milhões de mexicanos '",0,39,6
836,e se situam 60 por cento de_ os empregos industriais .,0,39,7
837,Chiapas não está em nenhum de_ estes casos .,0,39,8
838,"Juntamente com Oaxaca e Guerrero , faz parte de_ a chamada orla Pacífico Sul de_ o México , um conjunto de três Estados pobres com bolsas de desenvolvimento -- sejam elas por graça de_ o petróleo ou de_ o turismo .",0,39,9
839,"Está longe de_ os EUA , é eminentemente agrícola e empobrecido , mais ainda por_ as vagas sucessivas de refugiados .",0,39,10
840,O geógrafo Alain Musset escreve em_ o ' Dicionaire de Geopolitique ' ' 1993 ' : ' ...,0,39,11
841,"os Estados de_ o Sul acumulam todos os atrasos económicos e culturais : oficialmente , o desemprego atinge 25 por cento de_ a população activa de Oaxaca , Estado onde predominam as actividades agrícolas .",0,39,12
842,As disparidades regionais não são ' ... ' resultado de condições geográficas particulares .,1,39,13
843,"Reflectem as divisões de uma nação que ainda procura a sua unidade , dois séculos depois de ter conquistado a independência ' .",1,39,14
844,"Com o NAFTA , o México terá pendido , definitivamente , para a América de_ o Norte .",0,39,15
845,A revolta de_ os pretensos herdeiros de Zapata só recorda que em_ o sul de_ o país o caminho a percorrer em_ a pretendida transição de_ o Terceiro para o Primeiro Mundo será muito mais longo .,0,39,16
846,"Em_ o virar de_ o século , o Presidente Porfirio Diáz queixava -se : ' Pobre México , tão longe de Deus , tão perto de_ os Estados Unidos ' .",1,39,17
847,"Com o NAFTA , Chiapas pode lamentar -se :",0,39,18
848,"' Tão longe de Deus , de_ a Cidade de_ o México e de_ os Estados Unidos",0,39,19
849,Texto : Maria João Avillez Continua um solitário .,0,40,1
850,Vive em_,0,40,2
851,"os arredores de Lisboa , em_ uma casa branca repleta de livros , com um cão chamado Pompeu .",0,40,3
852,"Foi um de_ os principais protagonistas de_ a revolução de 25 de Abril de 74 , se não mesmo o seu inspirador e seguramente a sua alma .",0,40,4
853,"Depois , em_ os anos de_ o PREC , influenciou , decidiu , agiu .",0,40,5
854,"Foi sempre polémico , dividiu o país , congregando seguidores e polarizando detractores .",0,40,6
855,"Foi alvo de fidelidades e , com igual peso e medida , de ódios .",0,40,7
856,"Porque , de uma maneira ou de outra , em Portugal e em_ as antigas colónias -- sobretudo em Angola e Moçambique -- , tudo passou por ele .",0,40,8
857,"Mas , instalada a democracia e feita a ' sua ? ' descolonização , procurou outras vias e possivelmente outra vida .",0,40,9
858,"Trabalhou para a UNESCO , passou a morar em Paris , teve um escritório , viajou muito .",0,40,10
859,"Passados vinte anos sobre a data de_ o 25 de Abril , Ernesto Melo Antunes , hoje com 60 anos , entendeu quebrar o silêncio .",0,40,11
860,"E pese embora a sua reserva habitual , e o seu manifesto pouco gosto por exibições e palcos , fez com serenidade -- e o auxílio de_ a própria História -- andar para trás o filme de_ esses anos .",0,40,12
861,Um filme tão polémico quanto interessante de rever .,0,40,13
862,"Vinte anos depois -- e agora reflectindo sobre a necessidade de ' uma nova visão de_ o mundo ' -- , continua um homem cerebral , fugidio , desconfiado .",1,40,14
863,E secreto .,0,40,15
864,Mas porventura ainda mais solitário .,0,40,16
865,"PÚBLICO -- Tenente-coronel Melo Antunes , vamos começar por_ o princípio .",0,40,17
866,"Como foi o seu ambiente familiar , como viveu a sua infância , adolescência , o que foi determinante ?",0,40,18
867,MELO ANTUNES -- É uma pergunta surpreendente ...,0,40,19
868,"Vivi com os meus pais e um outro irmão , o meu pai era oficial de_ o Exército , andei em bolandas .",0,40,20
869,"De resto , a minha primeira experiência africana foi em Angola , tinha eu seis , sete anos ...",0,40,21
870,"Foi logo aí em_ esses anos de 39 , 40 , 41 , que começou a minha paixão por Angola .",0,40,22
871,"Fiz os primeiros anos de_ o liceu em Aveiro , os últimos em Faro , devido a_ as diversas colocações de_ o meu pai .",0,40,23
872,P. -- Nasceu e cresceu em_ um ambiente conservador ?,0,40,24
873,R. -- Bastante .,0,40,25
874,"Os meus pais eram ambos muito católicos , conservadores , mas vivia -se um ambiente aberto e de grande camaradagem , o que me faz hoje guardar excelentes recordações de_ eles e de_ esses tempos .",0,40,26
875,P. -- Escolheu aquilo a que se chama a ' tropa ' devido a_ o seu pai ?,0,40,27
876,R. -- Fui um pouco empurrado para aí .,0,40,28
877,"Havia dificuldades económicas em casa , outro irmão para educar , etc .",0,40,29
878,"Mas havia também a ideia , por parte de_ o meu pai , de que era preciso disciplinar -me um pouco ...",0,40,30
879,"Em_ o final de_ a adolescência , eu mostrava com exuberância as minhas tendências inconformistas ...",0,40,31
880,A pressão familiar com a necessidade de um curso rápido conjugaram -se em_ uma situação que de resto aceitei muito bem .,0,40,32
881,"P. -- Essas tendências , esse inconformismo , nasceram quando e sobretudo como ?",0,40,33
882,"R. -- É difícil marcar um tempo ou um detonador ... mas lembro -me com nitidez de_ a campanha presidencial de Norton de Matos , teria eu quinze anos , e de_ a animação que ela provocou em_ o liceu .",0,40,34
883,Mas a minha curiosidade nasceu sobretudo por_ as leituras que fazia e dentro de_ elas a via literária começou por ser mais forte que a política .,0,40,35
884,"Só depois vieram outras descobertas , outras preocupações , em_ outras áreas , nomeadamente em_ o campo de_ a ciência política .",0,40,36
885,"P. -- Já formado por_ a Escola de_ o Exército , faz diversas comissões de serviço em África , vive a guerra colonial ...",0,40,37
886,"R. -- Vivi , em_ uma palavra , a experiência mais marcante e decisiva de_ a minha vida , a de_ a guerra colonial , que começou em 63 .",0,40,38
887,Fiz três comissões sucessivas .,0,40,39
888,Fiquei assim com uma experiência que fez amadurecer muita coisa que até a_ o início de_ a guerra tinha sido absorvida por via livresca .,0,40,40
889,P. -- Foi tão marcante que transformou dúvidas ou perplexidades em certezas ?,0,40,41
890,R. -- Consolidou convicções e reforçou princípios em_ os quais acreditava desde jovem .,0,40,42
891,"P. -- Quais , por exemplo ?",0,40,43
892,"R. -- Há 25 anos atrás , eu responderia através de um vocabulário que hoje já não se usa .",0,40,44
893,"Por exemplo , a ideia de que era preciso transformar o mundo ... Continuo a pensar que é , mas não utilizo a linguagem de_ os anos sessenta ...",0,40,45
894,A ideia que de facto havia -- e ainda há !,0,40,46
895,"-- injustiças fundamentais em_ a nossa sociedade -- ocidental , capitalista -- , e que uma de_ elas era a situação colonial , foi totalmente consolidada em_ a guerra .",0,40,47
896,EÊdesde essa altura ficou claro para mim que a mudança de regime em Portugal -- para a democracia -- era fulcral para a sociedade portuguesa .,0,40,48
897,"Porque de_ as duas , uma : ou se aceitava implicitamente essa situação ou não se aceitava , o que pressupunha uma recusa radical de_ o modelo que conduziu a ela .",0,40,49
898,"O processo de evolução de_ a minha consciência política -- e até cultural -- deveu -se a esta combinação de factores : de um lado uma extrema curiosidade intelectual , de outro uma experiência concreta que alicerçou convicções e princípios .",0,40,50
899,"P. -- Em 69 , em_ o termo de_ a sua segunda comissão , tem o seu primeiro gesto público e concreto de acordo com esses princípios : candidata -se a_ as eleições por_ a CDE.. .",0,40,51
900,"R. -- Estava em S. Miguel e havia em_ os Açores em_ essa altura um grupo de gente a despertar para a vida política e social : Jaime Gama , Mário Mesquita , Medeiros Ferreira , para além de_ o mentor -- intelectual e político -- de_ esse grupo , o Marquês de_ a Praia , António Borges Coutinho .",0,40,52
901,"Foi em_ essa efervescência relativa que se viveu em_ os Açores face a_ as eleições que redigi um documento -- ainda há dias o Mário Mesquita me lembrou isso ! -- , a ' Declaração de Ponta Delgada ' .",0,40,53
902,Já ninguém se lembra de_ isso ... [ sorri ] Mas negaram -me a possibilidade de me candidatar quando afinal havia outros oficiais em_ as listas de_ a União Nacional que vieram a ser candidatos !,0,40,54
903,Regressei a_ o continente e voltei a_ o Ultramar em 71 .,0,40,55
904,P. -- Saltando para 73 e para a preparação de_ o MFA : até que ponto e quando se apercebeu que podia passar -se de um movimento meramente corporativo para um movimento essencialmente político ?,0,40,56
905,R. -- Esse salto dá -se em meados de Janeiro 74 .,0,40,57
906,Até aí eu acompanhara de forma distante toda essa movimentação claramente de natureza corporativa .,0,40,58
907,E a partir de certa altura apercebi -me que era muito possível dar a volta a_ os acontecimentos .,0,40,59
908,"Isto é , dar -lhe um conteúdo político muito mais claro .",0,40,60
909,"P. -- Apercebeu -se devido a_ a sua formação , a_ as suas preocupações de natureza política , a_ a sua cultura , que o colocavam em_ uma posição de ' vantagem ' intelectual e política sobre os outros ?",0,40,61
910,"R. -- Não se daria o tal salto se não tivesse havido outros oficiais que , mesmo sem grande formação política , tinham a sensibilidade suficiente para compreender o que estava em jogo -- uma movimentação de natureza claramente política -- e em_ aquilo em que tudo poderia redundar P. -- A queda de_ o regime ?",0,40,62
911,"R. -- Exacto , o que ficou claro a partir de Janeiro de 74 .",0,40,63
912,Houve uma adesão suficientemente significativa para que pudéssemos alimentar a esperança de organizar a queda de_ o regime .,0,40,64
913,P. -- Tem razão de ser a etiqueta que desde sempre lhe colaram de ' ideólogo ' ou de_ o ' político ' de_ o 25 de Abril ?,0,40,65
914,"R. -- Dei uma contribuição não desprezível para a politização de_ o MFA e para que se definissem com a clareza possível os objectivos fundamentais , consagrados posteriormente em_ o programa de_ o MFA , para o qual dei também uma colaboração muito activa .",0,40,66
915,"Redigi o primeiro ' round ' , houve depois as alterações necessárias em função de_ os compromissos indispensáveis .",0,40,67
916,Mas o desencadear de_ o Movimento foi uma movimentação colectiva que se cristalizou em dois ou três objectivos muito simples ...,0,40,68
917,"P. -- Muito simples -- democratizar , descolonizar , desenvolver ... ?",0,40,69
918,Todos os oficiais compreenderam o alcance esmagador de_ estes três ' D ' ?,0,40,70
919,Tinham a noção de_ a revolução que isso pressupunha ?,0,40,71
920,"R. -- Tinham a ideia de que se tratava de derrubar o regime , implantar um regime -- que isto fique bem claro ! -- de tipo ocidental , para fazer a descolonização e desenvolver o país .",0,40,72
